user_id,video_id,tab,hourmin,date,duration_ms,long_view,click,like,play_time_ms
66,94,4,308,20220408,51720,1,1,1,46444
133,81,0,752,20220408,41888,0,1,0,7540
108,123,3,159,20220408,53225,0,1,0,16884
162,23,0,1618,20220408,30215,0,0,0,4770
168,108,0,1700,20220408,48649,1,0,1,39277
139,66,3,1603,20220408,38931,0,1,0,7749
19,89,3,421,20220408,34809,1,1,0,34690
41,39,4,842,20220408,48315,0,0,0,1669
134,80,2,405,20220408,43458,1,1,0,40751
44,64,4,1218,20220408,55193,1,1,0,51132
27,92,3,517,20220408,57787,0,0,1,537
175,13,0,1551,20220408,51505,0,0,0,14720
54,127,1,344,20220408,43488,1,1,0,45905
104,124,0,211,20220408,32116,0,1,0,13567
94,31,4,730,20220408,44136,1,1,1,32041
172,31,3,1901,20220408,44136,0,0,0,6396
160,114,1,1230,20220408,40041,0,0,0,9471
41,71,2,1700,20220408,54003,1,1,1,54931
6,15,2,2042,20220408,37673,0,0,0,0
119,99,3,614,20220408,48687,0,0,0,4284
20,118,2,2338,20220408,47133,1,0,0,39485
195,33,4,1039,20220408,40697,0,1,0,9679
86,92,2,2208,20220408,57787,1,1,1,45423
23,53,2,1122,20220408,44031,0,0,0,9742
145,133,4,1951,20220408,54073,1,1,1,56646
101,21,2,1131,20220408,54501,0,1,0,13559
116,33,4,1119,20220408,40697,1,1,0,32134
80,16,4,305,20220408,29106,0,1,0,5024
194,149,1,130,20220408,48459,1,0,0,30613
198,69,3,1248,20220408,38749,1,0,0,32071
91,51,3,1537,20220408,47984,0,0,0,3589
17,35,1,1145,20220408,25286,0,0,0,3067
103,97,1,543,20220408,50781,0,0,0,6387
172,50,0,1509,20220408,39425,0,0,0,3410
189,15,2,2133,20220408,37673,1,1,0,31040
87,8,3,340,20220408,38711,0,0,0,13148
179,148,0,535,20220408,52150,1,1,1,38840
85,36,4,1442,20220408,44904,1,0,1,40755
162,80,3,2115,20220408,43458,1,1,1,34685
149,91,2,720,20220408,46432,1,1,1,42047
157,104,1,531,20220408,36927,0,0,1,6682
29,72,2,1830,20220408,30640,0,0,0,2792
46,112,3,1522,20220408,40382,0,0,0,4727
68,78,0,1854,20220408,47297,1,1,1,57822
140,26,0,1026,20220408,42243,1,1,1,37016
198,23,4,1556,20220408,30215,0,0,0,4521
121,81,2,2046,20220408,41888,0,1,1,12373
125,132,3,357,20220408,39619,0,0,0,4985
122,22,4,2338,20220408,45018,0,0,0,3198
155,92,2,644,20220408,57787,1,1,1,45772
105,7,3,503,20220408,40271,1,0,0,41970
196,76,3,1141,20220408,49314,1,1,1,34756
193,0,3,1202,20220408,51077,1,1,0,44469
86,78,1,113,20220408,47297,0,0,0,5844
151,149,2,1123,20220408,48459,1,0,0,31719
131,4,1,100,20220408,35078,1,0,0,27718
94,111,2,250,20220408,41421,0,0,0,6133
103,114,0,205,20220408,40041,1,1,1,31790
60,85,3,2013,20220408,30632,0,1,0,8803
58,28,2,402,20220408,37670,1,1,1,33126
64,74,0,548,20220408,38641,0,1,0,8883
163,133,1,2358,20220408,54073,1,1,1,56350
159,95,1,138,20220408,55135,1,1,0,62360
5,71,0,2350,20220408,54003,0,1,0,4879
62,42,2,41,20220408,40526,1,0,0,35607
87,131,2,1338,20220408,47922,1,0,1,37702
134,1,4,1610,20220408,32321,0,1,0,2312
117,131,3,207,20220408,47922,1,1,1,42348
73,119,1,206,20220408,37722,0,0,0,1508
113,18,4,2034,20220408,37879,0,0,0,11627
80,51,3,1232,20220408,47984,0,1,0,4689
39,148,3,1949,20220408,52150,1,1,1,43267
151,124,4,123,20220408,32116,0,0,0,6348
1,139,1,23,20220408,62586,1,1,0,59079
68,149,2,1759,20220408,48459,1,1,0,39503
7,109,4,420,20220408,48090,1,0,1,33287
89,87,3,16,20220408,40151,0,1,1,10355
137,50,4,2128,20220408,39425,0,0,0,0
83,62,0,416,20220408,36022,1,0,0,28572
146,97,1,2234,20220408,50781,1,1,0,59435
41,146,1,1333,20220408,51695,0,1,0,10530
2,116,1,744,20220408,52708,0,0,1,6474
126,95,3,958,20220408,55135,0,0,0,3394
196,21,0,1511,20220408,54501,0,0,0,6809
20,70,4,445,20220408,53371,0,1,1,2864
95,111,1,1323,20220408,41421,1,0,1,37855
176,138,0,2251,20220408,50291,1,1,1,47859
32,12,3,1712,20220408,42914,0,1,1,6195
101,10,0,323,20220408,39507,0,1,1,1419
52,20,1,909,20220408,36658,0,1,0,10086
68,130,4,332,20220408,38867,1,1,1,36877
106,7,3,1228,20220408,40271,1,0,0,30552
185,28,1,1712,20220408,37670,1,1,0,31239
160,99,4,1523,20220408,48687,1,1,0,35236
193,6,2,1925,20220408,30365,1,0,1,24941
33,52,2,921,20220408,52878,1,1,1,40729
33,116,2,638,20220408,52708,1,1,0,52879
51,131,2,1148,20220408,47922,0,1,0,9292
184,85,4,1156,20220408,30632,0,1,0,1660
62,22,0,1635,20220408,45018,1,0,0,35497
147,111,0,328,20220408,41421,0,0,0,10570
177,132,3,730,20220408,39619,1,1,1,33899
27,102,1,1623,20220408,47336,1,0,0,38927
117,72,3,35,20220408,30640,0,1,0,9693
160,72,4,1504,20220408,30640,0,0,0,5078
145,28,3,2359,20220408,37670,0,1,0,18088
34,35,4,2015,20220408,25286,0,0,0,297
152,75,4,1247,20220408,49274,1,1,0,35277
147,26,2,226,20220408,42243,0,0,0,4017
137,123,4,1144,20220408,53225,0,0,0,18457
60,112,1,2356,20220408,40382,1,1,0,31271
52,44,0,2211,20220408,35281,0,0,0,1314
21,96,2,1223,20220408,38036,0,0,0,3259
168,70,0,723,20220408,53371,0,1,0,4032
71,66,1,1819,20220408,38931,1,0,0,35452
40,148,4,2104,20220408,52150,1,1,0,41080
105,51,0,1255,20220408,47984,1,0,0,35623
38,131,2,1902,20220408,47922,0,1,0,24772
170,120,2,1240,20220408,47272,0,1,0,19537
131,34,1,641,20220408,38426,1,1,1,38926
44,35,4,2013,20220408,25286,0,0,0,6231
146,1,0,1841,20220408,32321,0,1,1,5350
46,33,4,1530,20220408,40697,0,1,1,14800
198,137,4,130,20220408,48309,0,0,0,2294
128,17,1,103,20220409,36787,1,1,1,28100
18,54,4,2347,20220409,42629,0,1,0,13987
151,24,4,404,20220409,47557,0,1,0,5173
13,121,2,1940,20220409,40714,1,1,1,38450
74,2,2,239,20220409,41237,1,1,0,37201
57,25,4,1016,20220409,62166,1,1,0,51122
15,37,2,1053,20220409,48550,1,1,0,48124
111,6,3,930,20220409,30365,0,0,0,0
187,128,4,1548,20220409,45763,0,0,0,3385
73,65,1,1049,20220409,39560,0,0,0,5526
91,78,3,1007,20220409,47297,1,1,0,35675
140,138,2,1030,20220409,50291,1,0,0,40194
98,63,0,714,20220409,54779,1,1,1,42266
20,43,4,258,20220409,50451,0,1,0,18165
88,148,2,1625,20220409,52150,1,1,1,35661
66,109,4,12,20220409,48090,0,1,1,10866
110,111,1,809,20220409,41421,0,0,0,4596
106,33,4,1738,20220409,40697,0,0,1,1420
1,24,3,243,20220409,47557,1,1,1,40020
64,100,3,2131,20220409,30238,0,1,0,11802
147,33,2,1329,20220409,40697,1,0,0,39019
132,53,0,1554,20220409,44031,1,0,0,33728
132,13,3,1701,20220409,51505,0,1,0,11679
198,60,2,411,20220409,51694,0,0,0,5464
11,24,4,1642,20220409,47557,1,1,1,39107
47,79,1,1111,20220409,43860,1,1,1,33223
115,80,1,635,20220409,43458,0,0,0,9315
10,107,3,721,20220409,47586,0,0,1,7164
95,80,3,533,20220409,43458,0,1,0,16428
47,0,1,2130,20220409,51077,1,1,1,45977
23,78,0,1258,20220409,47297,0,1,0,1206
152,93,0,538,20220409,30310,0,0,0,6368
54,68,4,28,20220409,46911,1,0,0,36781
17,17,1,1745,20220409,36787,0,0,0,3292
111,21,3,854,20220409,54501,0,1,0,19068
147,49,0,2241,20220409,38516,1,1,1,37297
75,82,1,1819,20220409,21411,0,0,0,1927
155,128,4,200,20220409,45763,0,1,0,15165
91,118,1,1238,20220409,47133,1,0,1,37805
107,137,0,1241,20220409,48309,0,1,1,18852
82,70,4,658,20220409,53371,1,0,1,44843
34,137,0,444,20220409,48309,1,1,1,40272
101,27,0,607,20220409,57683,1,0,1,49661
157,84,4,2136,20220409,57637,0,0,0,18045
111,96,3,1658,20220409,38036,1,1,0,31480
93,136,1,512,20220409,49274,0,0,0,13720
38,69,4,454,20220409,38749,0,1,0,8170
158,137,3,2008,20220409,48309,0,1,0,5760
1,69,2,1915,20220409,38749,0,1,0,10216
103,105,2,854,20220409,45935,0,1,0,4071
48,102,4,409,20220409,47336,1,0,0,34563
142,8,3,2125,20220409,38711,0,0,0,3273
90,26,2,2021,20220409,42243,0,0,0,1944
77,36,1,49,20220409,44904,1,0,0,45537
37,112,0,705,20220409,40382,0,0,0,6808
0,134,3,2235,20220409,54371,0,0,0,0
57,141,0,2211,20220409,48929,1,1,0,45824
93,45,0,919,20220409,52942,1,1,1,51350
168,70,4,349,20220409,53371,1,0,0,37781
38,23,1,2312,20220409,30215,0,1,1,3916
140,143,3,438,20220409,57592,1,0,1,42015
10,1,3,2258,20220409,32321,1,1,1,27600
58,106,3,423,20220409,47745,0,1,0,7778
192,58,3,1209,20220409,59510,1,1,1,52677
150,111,0,1624,20220409,41421,1,0,0,28997
44,9,1,227,20220409,42666,0,0,0,4937
78,38,4,809,20220409,37075,1,1,1,32909
29,58,0,1335,20220409,59510,1,1,0,58472
105,25,4,1039,20220409,62166,1,1,0,73818
10,111,1,2358,20220409,41421,0,1,0,5224
110,51,0,1,20220409,47984,0,0,0,4900
34,148,0,1541,20220409,52150,1,0,1,41605
72,101,3,1231,20220409,39237,1,1,1,32083
143,2,2,618,20220409,41237,1,1,1,39109
128,49,0,541,20220409,38516,1,1,0,30828
114,35,1,2202,20220409,25286,0,0,0,6241
67,19,0,215,20220409,41434,1,0,0,27639
23,37,0,546,20220409,48550,0,0,0,0
110,84,1,733,20220409,57637,1,1,0,51084
166,122,0,1712,20220409,21301,1,0,0,17946
17,101,1,1242,20220409,39237,0,1,0,5985
109,126,1,805,20220409,30724,0,1,0,13497
142,55,2,1905,20220409,32333,0,0,0,12388
195,81,2,1412,20220409,41888,1,1,1,32810
97,100,1,1529,20220409,30238,0,0,0,3328
52,65,0,1929,20220409,39560,0,0,0,11652
112,120,3,902,20220409,47272,1,1,0,38904
13,71,2,1826,20220409,54003,1,1,1,52565
104,143,0,1731,20220409,57592,1,1,1,46366
47,94,4,1528,20220409,51720,1,1,1,41881
197,42,4,220,20220409,40526,1,1,1,34346
154,71,2,1434,20220409,54003,1,1,1,56506
44,122,1,631,20220409,21301,0,0,0,0
198,23,3,301,20220409,30215,0,0,0,0
141,148,1,321,20220409,52150,1,1,1,45299
9,38,1,700,20220409,37075,1,0,0,29606
182,31,3,1855,20220409,44136,0,0,0,7488
99,29,2,157,20220409,37239,0,0,0,6738
180,1,1,936,20220409,32321,1,1,1,24176
140,141,1,2356,20220409,48929,1,1,1,48969
22,82,1,403,20220409,21411,0,0,0,3702
89,123,3,1922,20220409,53225,1,0,0,44019
128,59,4,1716,20220409,45007,1,1,1,47383
149,111,3,540,20220409,41421,1,1,0,32394
147,50,0,156,20220409,39425,0,0,0,6836
87,95,3,1420,20220409,55135,0,1,0,455
148,117,3,44,20220409,46186,1,1,1,34658
26,21,1,45,20220409,54501,1,0,0,41764
26,7,3,437,20220409,40271,1,0,1,21382
37,71,3,1409,20220409,54003,1,1,1,40489
42,117,4,809,20220409,46186,0,1,1,6244
102,8,4,451,20220409,38711,0,0,0,9527
17,99,2,2119,20220409,48687,0,1,0,6775
195,83,4,359,20220409,46170,0,1,0,18748
105,134,2,844,20220409,54371,0,1,0,18675
99,32,2,107,20220409,45052,0,0,0,6618
116,149,1,902,20220409,48459,1,0,0,35184
104,6,1,36,20220409,30365,0,1,0,6234
89,128,2,817,20220409,45763,0,0,0,10992
84,117,1,15,20220409,46186,1,1,0,40028
96,111,4,421,20220409,41421,1,0,0,39523
184,126,3,555,20220409,30724,0,0,0,6830
111,141,3,104,20220409,48929,1,1,0,48736
192,140,3,503,20220409,40457,1,0,0,22721
6,19,3,2155,20220409,41434,0,1,0,4637
30,83,1,2030,20220409,46170,0,0,0,4029
144,89,1,1725,20220409,34809,0,1,0,18512
133,107,3,2043,20220409,47586,1,1,1,45895
161,15,3,1816,20220409,37673,0,0,0,8756
118,107,2,812,20220409,47586,0,1,0,9198
98,45,3,1747,20220409,52942,1,1,0,48350
60,27,3,1646,20220409,57683,1,1,0,52463
157,100,4,221,20220409,30238,0,1,0,934
1,145,0,514,20220409,14663,0,1,0,3120
147,78,4,201,20220409,47297,1,1,1,42593
100,41,1,1648,20220409,47855,1,0,0,43104
77,127,3,1321,20220409,43488,1,1,1,50848
40,118,4,2102,20220409,47133,1,0,0,37977
2,48,4,1509,20220409,34512,0,0,0,2558
67,42,3,1445,20220409,40526,1,0,0,40194
7,127,1,450,20220409,43488,1,1,0,34050
55,30,1,1307,20220409,40378,0,1,0,15881
55,16,4,1709,20220409,29106,1,0,1,24256
188,0,1,1139,20220409,51077,1,1,1,50427
70,109,2,656,20220409,48090,1,1,0,39726
11,128,2,910,20220409,45763,0,0,0,8898
65,62,1,920,20220409,36022,0,0,0,1074
61,144,3,127,20220409,50862,1,1,0,43644
95,106,3,1125,20220409,47745,0,0,0,0
37,33,3,832,20220409,40697,0,0,0,0
182,94,1,2021,20220409,51720,1,1,1,46917
197,75,4,1115,20220409,49274,1,1,1,43391
6,101,0,2053,20220409,39237,0,0,0,604
138,142,0,328,20220409,55954,0,1,0,3461
122,41,4,518,20220409,47855,1,1,0,48664
61,143,0,1505,20220409,57592,1,1,0,56007
0,126,4,451,20220409,30724,0,1,1,5973
189,65,2,342,20220409,39560,0,0,0,0
48,47,4,1424,20220409,27973,1,0,0,26642
86,89,3,2001,20220409,34809,0,0,1,5144
58,68,3,2223,20220409,46911,1,1,0,27531
36,141,3,1135,20220409,48929,1,1,1,43872
197,60,1,420,20220409,51694,1,1,0,50836
4,116,0,536,20220409,52708,0,0,0,10000
95,40,4,407,20220409,50574,0,0,0,19596
133,99,0,2344,20220409,48687,0,0,0,7268
92,65,1,2135,20220409,39560,0,0,0,9368
149,59,0,1801,20220409,45007,1,1,1,49975
19,131,2,15,20220409,47922,1,0,0,44111
138,72,0,2120,20220409,30640,0,0,0,0
114,120,3,354,20220409,47272,1,1,0,39800
17,29,1,49,20220410,37239,0,0,1,7017
193,95,4,1801,20220410,55135,1,0,0,43016
130,92,3,215,20220410,57787,0,1,0,14476
114,101,1,646,20220410,39237,1,1,0,42781
170,112,2,728,20220410,40382,0,0,0,2719
54,34,1,2244,20220410,38426,0,0,0,5264
55,106,3,2131,20220410,47745,0,1,0,11215
161,124,1,458,20220410,32116,0,0,0,4840
189,58,1,1617,20220410,59510,1,0,0,45519
36,82,3,2112,20220410,21411,0,0,0,8668
3,106,2,837,20220410,47745,1,1,1,34470
34,119,4,2026,20220410,37722,0,0,0,14209
10,133,4,1429,20220410,54073,1,1,1,46877
107,71,3,1519,20220410,54003,1,1,0,47359
125,112,4,2050,20220410,40382,0,0,0,205
138,69,1,1320,20220410,38749,0,0,0,10524
160,65,4,26,20220410,39560,0,0,0,5359
97,62,2,1241,20220410,36022,1,1,1,38333
62,37,2,552,20220410,48550,1,1,1,53033
27,70,1,1004,20220410,53371,1,1,0,48619
175,29,1,1237,20220410,37239,0,0,0,0
59,30,1,930,20220410,40378,1,1,0,29943
163,90,4,2321,20220410,30239,0,0,0,3209
196,25,0,1031,20220410,62166,1,0,1,54553
24,86,0,1945,20220410,44996,1,0,1,37596
139,84,3,647,20220410,57637,1,1,0,54902
109,98,3,2244,20220410,38626,1,0,0,37725
162,19,0,3,20220410,41434,1,1,0,35939
29,86,2,1113,20220410,44996,0,1,0,7155
130,46,1,2248,20220410,31441,0,0,0,2117
164,73,0,516,20220410,61969,1,1,1,63641
33,27,1,1226,20220410,57683,1,1,0,56751
73,1,0,1319,20220410,32321,1,1,1,28282
20,98,1,1213,20220410,38626,0,1,0,13478
89,137,3,1923,20220410,48309,0,0,0,11862
140,12,4,528,20220410,42914,0,0,0,0
73,75,2,1035,20220410,49274,1,1,1,43211
152,84,0,159,20220410,57637,1,0,0,51478
5,27,0,533,20220410,57683,1,1,1,43578
119,101,2,2246,20220410,39237,1,1,1,31025
94,127,2,1638,20220410,43488,1,0,0,31001
86,120,4,2003,20220410,47272,1,1,1,42962
172,101,0,2011,20220410,39237,0,0,0,3490
30,104,4,1628,20220410,36927,0,0,1,12010
49,71,4,1845,20220410,54003,1,1,0,48359
109,5,3,140,20220410,52920,1,0,0,37111
83,130,2,22,20220410,38867,1,1,0,27087
37,72,4,1103,20220410,30640,0,0,0,2562
79,3,1,730,20220410,41662,0,1,0,4285
29,121,4,2052,20220410,40714,1,1,0,37287
9,131,0,1721,20220410,47922,0,0,0,6848
39,97,2,157,20220410,50781,1,0,0,44213
196,44,1,2221,20220410,35281,0,0,0,6731
110,127,1,1,20220410,43488,1,1,1,37965
49,83,2,2231,20220410,46170,1,1,1,32322
177,117,3,2317,20220410,46186,1,1,0,43019
165,51,2,1127,20220410,47984,0,0,0,18421
117,6,4,102,20220410,30365,0,1,0,9204
186,133,4,1012,20220410,54073,0,1,0,2149
44,76,1,1516,20220410,49314,0,0,0,15035
64,45,4,529,20220410,52942,1,1,1,54221
29,36,4,1951,20220410,44904,1,1,0,51782
84,132,3,1557,20220410,39619,1,1,0,42057
78,53,4,143,20220410,44031,1,1,1,31303
197,52,3,1337,20220410,52878,1,1,0,51138
31,86,3,845,20220410,44996,0,0,0,4847
127,121,1,1110,20220410,40714,1,1,1,36936
178,109,0,426,20220410,48090,1,0,1,39055
98,94,0,427,20220410,51720,1,1,0,42968
94,70,0,820,20220410,53371,0,0,0,6961
130,53,1,2135,20220410,44031,0,0,0,4501
154,79,1,1857,20220410,43860,1,0,0,37951
40,62,1,1023,20220410,36022,0,0,0,0
107,62,2,954,20220410,36022,0,0,0,0
171,65,1,51,20220410,39560,0,0,0,9285
92,142,4,1503,20220410,55954,1,1,1,66433
42,84,2,407,20220410,57637,1,0,1,36735
152,126,2,958,20220410,30724,1,0,0,21655
158,64,4,2259,20220410,55193,1,1,1,41081
39,68,0,1337,20220410,46911,1,0,0,38400
172,40,2,2215,20220410,50574,0,1,0,18189
30,28,4,625,20220410,37670,0,1,0,13029
101,30,0,35,20220410,40378,0,1,1,8490
187,136,4,1809,20220410,49274,0,0,0,0
98,9,2,1123,20220410,42666,1,1,1,36463
74,28,3,2210,20220410,37670,1,1,0,32601
19,121,4,1413,20220410,40714,1,1,0,37129
54,135,0,1427,20220410,40509,0,0,0,15572
165,31,3,1906,20220410,44136,0,1,0,14100
84,9,2,621,20220410,42666,0,0,0,11858
78,38,4,1641,20220410,37075,1,1,1,29285
181,51,0,1531,20220410,47984,1,1,0,44699
26,142,4,312,20220410,55954,0,0,0,2186
90,60,0,447,20220410,51694,0,1,0,13506
187,138,1,2319,20220410,50291,0,1,0,14006
11,22,4,1506,20220410,45018,1,1,1,42314
95,109,3,1616,20220410,48090,1,1,0,37040
183,112,1,1313,20220410,40382,0,0,0,1425
189,146,4,2035,20220410,51695,1,1,1,46783
190,149,3,1514,20220410,48459,1,1,1,44070
15,90,4,431,20220410,30239,0,0,0,918
90,114,3,2020,20220410,40041,1,1,0,33411
137,88,2,413,20220410,41462,1,1,1,38573
124,103,0,657,20220410,56039,0,1,0,6589
123,59,4,1052,20220410,45007,1,1,1,39547
145,77,0,939,20220410,47192,0,0,0,0
52,111,0,1246,20220410,41421,0,0,0,0
87,17,2,1436,20220410,36787,0,0,0,3340
174,43,3,1540,20220410,50451,1,0,1,41137
39,49,2,614,20220410,38516,1,1,1,34009
46,35,0,1809,20220410,25286,0,0,0,6160
73,6,4,742,20220410,30365,1,0,0,24960
19,26,4,1204,20220410,42243,0,0,0,3905
95,40,3,327,20220410,50574,0,0,0,1713
57,71,3,125,20220410,54003,0,1,0,3535
37,18,2,152,20220410,37879,1,1,1,35412
137,48,2,1058,20220410,34512,0,0,0,2450
91,110,0,1545,20220410,40311,0,0,0,9060
75,102,1,1126,20220410,47336,0,0,0,0
147,75,2,808,20220410,49274,0,0,0,11261
152,54,4,1352,20220410,42629,0,1,0,0
0,23,0,1818,20220410,30215,0,0,0,0
51,83,2,203,20220410,46170,1,1,1,35071
65,126,1,2317,20220410,30724,0,0,0,0
6,11,4,925,20220410,43521,1,0,0,20374
7,82,3,1715,20220410,21411,0,0,0,2636
69,61,1,705,20220410,54554,1,0,1,52832
175,86,4,141,20220410,44996,1,1,0,36258
153,5,4,426,20220410,52920,1,0,1,49056
52,128,0,332,20220410,45763,1,1,0,42197
58,35,1,1334,20220410,25286,0,0,0,0
23,146,1,2027,20220410,51695,1,1,0,47505
62,39,4,129,20220410,48315,1,1,0,45247
185,88,3,814,20220410,41462,1,1,0,39576
68,51,0,1935,20220410,47984,1,1,0,43576
149,136,3,2200,20220410,49274,0,0,0,6571
11,9,3,729,20220410,42666,0,0,0,8054
173,106,1,326,20220410,47745,1,1,0,39916
89,97,1,2206,20220410,50781,0,1,0,20476
123,135,3,1451,20220410,40509,0,1,1,6727
111,122,0,1710,20220410,21301,0,0,0,1462
159,142,1,1016,20220410,55954,0,0,0,0
69,137,4,1203,20220410,48309,1,1,0,49164
122,106,4,1527,20220410,47745,0,0,0,10414
180,71,3,539,20220410,54003,1,0,1,45113
165,113,4,614,20220410,32726,1,1,0,24431
93,40,3,259,20220410,50574,0,0,0,8772
20,12,4,726,20220410,42914,1,0,0,21856
179,1,3,815,20220410,32321,1,0,1,19046
172,10,4,510,20220410,39507,0,0,0,4739
32,115,1,1809,20220410,35168,0,1,0,5169
151,65,1,0,20220411,39560,0,0,0,1444
148,93,0,1350,20220411,30310,0,0,0,0
66,49,2,1654,20220411,38516,1,1,1,24766
136,47,0,2305,20220411,27973,0,0,0,0
171,17,4,2250,20220411,36787,0,0,0,8287
113,112,1,1930,20220411,40382,0,0,0,7179
196,56,1,1526,20220411,43064,1,0,0,40720
99,125,4,1818,20220411,35597,0,0,0,8643
144,79,3,1932,20220411,43860,0,0,1,2943
16,34,2,210,20220411,38426,1,1,0,30999
118,78,4,1322,20220411,47297,1,0,0,28028
39,58,3,1505,20220411,59510,0,0,0,8064
4,117,0,1742,20220411,46186,0,0,0,3763
163,130,3,2119,20220411,38867,0,0,0,1346
115,13,4,534,20220411,51505,1,1,1,44019
193,91,0,831,20220411,46432,1,1,1,48989
156,31,1,923,20220411,44136,1,1,0,45566
186,132,3,1114,20220411,39619,0,0,0,0
23,47,0,438,20220411,27973,1,0,0,20665
29,32,3,1837,20220411,45052,1,1,1,51242
35,18,1,1059,20220411,37879,0,0,0,1635
72,47,4,1925,20220411,27973,1,1,1,30697
117,92,4,1349,20220411,57787,1,1,0,45676
156,37,0,930,20220411,48550,1,1,1,47581
68,7,1,1845,20220411,40271,1,1,1,35657
15,67,3,216,20220411,48263,1,1,1,42386
47,16,2,1732,20220411,29106,1,0,1,27242
2,34,1,1046,20220411,38426,1,0,0,27583
152,61,3,411,20220411,54554,0,0,0,10446
73,109,0,747,20220411,48090,0,1,0,7460
183,114,3,1020,20220411,40041,1,0,0,28640
4,137,3,1345,20220411,48309,0,0,0,12929
84,26,1,1113,20220411,42243,1,0,1,36179
57,67,3,1401,20220411,48263,1,1,0,36660
176,148,4,1328,20220411,52150,1,1,1,51902
47,83,2,139,20220411,46170,1,1,1,39102
85,122,0,4,20220411,21301,0,0,0,842
187,43,3,2119,20220411,50451,1,0,0,36516
139,19,4,1107,20220411,41434,0,1,1,5594
193,15,0,2349,20220411,37673,0,0,0,3209
196,28,1,2344,20220411,37670,1,0,1,26732
127,109,1,2303,20220411,48090,1,1,1,49044
169,19,2,930,20220411,41434,0,1,0,1576
28,7,3,1401,20220411,40271,0,1,0,14494
24,48,1,1510,20220411,34512,0,0,0,617
196,132,2,1704,20220411,39619,1,1,0,43636
175,84,4,549,20220411,57637,1,1,0,46221
175,72,2,1628,20220411,30640,1,1,1,25594
173,104,4,47,20220411,36927,1,1,0,30034
