row_id,has_latest_positive,latest_positive_gap_seconds,latest_positive_tag_match,latest_positive_tag_known_pair,latest_positive_music_match,latest_positive_music_known_pair,latest_positive_type_match,latest_positive_type_known_pair
257,1,791334.83,1,1,0,1,1,1
258,1,759489.517,1,1,0,1,1,1
259,1,1033909.273,0,1,0,1,1,1
260,1,526073.828,0,1,0,1,1,1
261,1,571501.234,0,1,0,1,1,1
262,1,571623.364,0,1,0,1,1,1
263,1,575269.233,0,1,0,1,1,1
264,1,576257.508,0,1,0,1,1,1
265,1,577797.045,0,1,0,1,1,1
266,1,578897.688,0,1,0,1,1,1
267,1,579452.826,0,1,0,1,1,1
268,1,599134.631,0,1,0,1,1,1
269,1,601069.962,0,1,0,1,1,1
270,1,1035267.717,0,1,0,1,1,1
271,1,689701.473,0,1,0,1,1,1
272,1,702510.161,0,1,0,1,1,1
273,1,773554.175,0,1,0,1,1,1
274,1,823398.751,0,1,0,1,1,1
275,1,1006083.284,1,1,0,1,0,1
276,1,1220944.858,0,1,0,1,0,1
277,1,66912.222,0,1,0,1,1,1
278,1,240601.244,0,1,0,1,1,1
279,1,298673.935,0,1,0,1,1,1
280,1,398886.037,0,1,0,1,1,1
281,1,400430.979,0,1,0,1,1,1
282,1,749510.732,0,1,0,1,1,1
283,1,143154.939,0,1,0,1,1,1
284,1,411411.586,0,1,0,1,1,1
285,1,491896.408,0,1,0,1,1,1
286,1,507440.507,0,1,0,1,1,1
287,0,-1.0,0,0,0,0,0,0
288,0,-1.0,0,0,0,0,0,0
289,0,-1.0,0,0,0,0,0,0
290,1,334570.574,1,1,0,1,1,1
291,1,334591.935,1,1,0,1,1,1
292,1,334661.322,0,1,0,1,1,1
293,1,511522.004,1,1,0,1,1,1
294,1,855163.508,0,1,0,1,1,1
295,1,212425.827,0,1,0,1,1,1
296,1,212572.51,0,1,0,1,1,1
297,1,212572.51,0,1,0,1,1,1
298,1,298768.321,1,1,0,1,1,1
299,1,414067.765,0,1,0,1,1,1
300,1,426813.732,0,1,0,1,1,1
301,1,430353.279,1,1,0,1,1,1
302,1,432186.834,0,1,0,1,1,1
303,1,433936.999,0,1,0,1,0,1
304,1,435411.574,0,1,0,1,1,1
305,1,617269.079,1,1,0,1,1,1
306,1,681488.102,1,1,0,1,1,1
307,1,749060.828,0,1,0,1,1,1
308,1,854833.331,1,1,0,1,0,1
309,1,856606.728,1,1,0,1,1,1
310,1,279771.436,0,1,0,1,1,1
311,1,283098.452,1,1,0,1,1,1
312,1,601655.558,1,1,0,1,1,1
313,1,711796.545,0,1,0,1,1,1
314,1,711796.545,1,1,0,1,1,1
315,1,711796.545,0,1,0,1,1,1
316,1,800572.996,0,1,0,1,1,1
317,1,356227.079,1,1,0,1,1,1
318,1,1303009.294,1,1,0,1,1,1
319,1,265361.935,0,1,0,1,1,1
320,1,277021.572,0,1,0,1,1,1
321,1,337643.043,0,1,0,1,1,1
322,1,340517.452,1,1,0,1,1,1
323,1,357374.168,1,1,0,1,1,1
324,1,357510.936,1,1,0,1,0,1
325,1,430731.793,0,1,0,1,1,1
326,1,459403.108,0,1,0,1,1,1
327,1,696498.038,0,1,0,1,1,1
328,1,707313.04,0,1,0,1,1,1
329,1,708470.582,0,1,0,1,1,1
330,1,448809.316,0,1,0,1,1,1
331,1,449181.457,0,1,0,1,1,1
332,1,453493.532,0,1,0,1,1,1
333,1,453775.366,0,1,0,1,1,1
334,1,458398.153,0,1,0,1,1,1
335,1,460485.742,0,1,0,1,1,1
336,1,507583.208,0,1,0,1,1,1
337,1,948225.895,0,1,0,1,1,1
338,1,1039593.234,0,1,0,1,1,1
339,1,1078701.787,0,1,0,1,1,1
340,1,1293750.551,0,1,0,1,1,1
341,1,514854.806,0,1,0,1,1,1
342,1,516193.9,0,1,0,1,1,1
343,1,516341.958,0,1,0,1,1,1
344,1,529507.65,0,1,0,1,1,1
345,1,529539.06,0,1,0,1,1,1
346,1,534611.622,0,1,0,1,1,1
347,1,603492.451,0,1,0,1,1,1
348,1,436303.561,0,1,0,1,1,1
349,1,514300.899,1,1,0,1,1,1
350,1,708866.286,0,1,0,1,1,1
351,1,929361.143,0,1,0,1,1,1
352,1,343319.273,0,1,0,1,1,1
353,1,716759.481,0,1,0,1,1,1
354,1,463700.761,0,1,0,1,1,1
355,1,627375.202,0,1,0,1,1,1
356,1,636833.801,0,1,0,1,1,1
357,1,640139.198,0,1,0,1,1,1
358,1,640700.699,0,1,0,1,1,1
359,1,918784.423,0,1,0,1,1,1
360,1,942314.869,0,1,0,1,1,1
361,1,1014062.789,0,1,0,1,1,1
362,0,-1.0,0,0,0,0,0,0
363,0,-1.0,0,0,0,0,0,0
364,1,856607.781,0,1,0,1,1,1
365,1,189778.59,0,1,0,1,1,1
366,1,620709.012,0,1,0,1,1,1
367,1,494150.684,0,1,0,1,1,1
368,1,593860.156,0,1,0,1,1,1
369,1,607756.342,0,1,0,1,1,1
370,1,669867.887,0,1,0,1,1,1
371,1,694385.467,0,1,0,1,1,1
372,1,773347.942,0,0,0,1,1,1
373,1,781997.697,0,1,0,1,1,1
374,1,1022619.411,0,1,0,1,1,1
375,1,282855.617,0,1,0,1,1,1
376,1,102516.473,0,1,0,1,1,1
377,1,155538.23,0,1,0,1,1,1
378,1,185760.253,0,1,0,1,1,1
379,1,186261.077,0,1,0,1,1,1
380,1,246953.184,0,0,0,1,1,1
381,1,272781.465,0,1,0,1,0,1
382,1,277033.539,0,1,0,1,1,1
383,1,278525.496,0,1,0,1,1,1
384,1,284770.986,0,1,0,1,1,1
385,1,340879.802,0,1,0,1,1,1
386,1,422761.453,0,1,0,1,1,1
387,1,426193.273,0,1,0,1,1,1
388,1,85894.583,0,1,0,1,1,1
389,1,85894.583,0,1,0,1,1,1
390,1,434741.712,0,1,0,1,1,1
391,1,481861.66,0,1,0,1,1,1
392,1,602539.801,0,1,0,1,1,1
393,1,602857.674,0,1,0,1,1,1
394,1,293086.701,0,1,0,1,1,1
395,1,299758.375,1,1,0,1,1,1
396,1,300221.406,0,1,0,1,1,1
397,1,344647.011,0,1,0,1,1,1
398,1,403169.849,0,1,0,1,1,1
399,1,488797.686,0,1,0,1,1,1
400,1,688416.488,1,1,0,1,1,1
401,1,602254.761,0,1,0,1,0,1
402,1,826207.34,0,1,0,1,0,1
403,1,43157.851,1,1,0,1,1,1
404,1,43157.851,1,1,0,1,1,1
405,1,179641.217,0,1,0,1,1,1
406,1,180521.986,0,1,0,1,1,1
407,1,195259.222,0,1,0,1,1,1
408,1,361170.226,0,1,0,1,1,1
409,1,600296.964,0,1,0,1,0,1
410,1,603995.96,0,1,0,1,0,1
411,1,744934.063,0,1,0,1,0,1
412,1,988158.444,0,1,0,1,1,1
413,1,488549.077,0,1,0,1,1,1
414,1,516168.658,0,1,0,1,1,1
415,1,518505.909,1,1,0,1,1,1
416,1,584106.691,0,1,0,1,1,1
417,1,690359.018,0,1,0,1,1,1
418,1,412544.596,0,1,0,1,1,1
419,1,423992.151,0,1,0,1,1,1
420,1,589030.3,0,1,0,1,1,1
421,1,889095.83,0,1,0,1,1,1
422,1,513422.256,1,1,0,1,1,1
423,1,252204.036,0,1,0,1,1,1
424,1,431139.856,0,1,0,1,1,1
425,1,762955.908,0,1,0,1,1,1
426,1,172748.794,0,1,0,1,1,1
427,1,214409.277,0,1,0,1,1,1
428,1,228237.524,0,1,0,1,1,1
429,1,389298.928,0,1,0,1,1,1
430,1,394428.949,0,1,0,1,1,1
431,1,343549.2,0,1,0,1,1,1
432,1,344375.599,0,1,0,1,1,1
433,1,350037.61,0,1,0,1,1,1
434,1,351610.032,0,1,0,1,1,1
435,1,599335.994,0,1,0,1,1,1
436,1,685131.239,0,1,0,1,1,1
437,1,867770.718,0,1,0,1,1,1
438,1,182123.59,0,1,0,1,1,1
439,1,249094.412,0,1,0,1,1,1
440,1,251740.058,0,1,0,1,1,1
441,1,536368.867,0,1,0,1,1,1
442,1,76808.38,0,1,0,1,1,1
443,1,296616.395,0,0,0,1,1,1
444,1,345102.603,0,1,0,1,1,1
445,1,695523.496,0,1,0,1,1,1
446,1,981561.072,0,1,0,1,1,1
447,0,-1.0,0,0,0,0,0,0
448,0,-1.0,0,0,0,0,0,0
449,0,-1.0,0,0,0,0,0,0
450,0,-1.0,0,0,0,0,0,0
451,0,-1.0,0,0,0,0,0,0
452,1,248826.646,0,1,0,1,1,1
453,1,248826.646,0,1,0,1,1,1
454,1,634347.19,0,1,0,1,1,1
455,1,664408.673,0,1,0,1,1,1
456,1,676187.196,0,1,0,1,1,1
457,1,436021.095,0,1,0,1,1,1
458,1,115153.872,0,1,0,1,1,1
459,1,165946.219,0,1,0,1,1,1
460,1,176638.534,0,1,0,1,1,1
461,1,347785.769,0,1,0,1,1,1
462,1,568798.905,0,1,0,1,1,1
463,1,259650.268,0,1,0,1,1,1
464,1,259821.266,0,1,0,1,1,1
465,1,655650.633,0,1,0,1,1,1
466,1,777857.443,0,1,0,1,1,1
467,1,647985.2,1,1,0,1,1,1
468,1,652885.685,0,1,0,1,1,1
469,1,654675.206,0,1,0,1,1,1
470,1,674341.008,0,1,0,1,1,1
471,1,1109135.826,0,1,0,1,1,1
472,1,436804.451,0,1,0,1,1,1
473,1,501600.171,0,1,0,1,1,1
474,1,530979.762,0,1,0,1,1,1
475,1,532598.964,0,1,0,1,1,1
476,1,987892.08,0,1,0,1,1,1
477,1,812260.643,0,1,0,1,1,1
478,1,1071905.897,1,1,0,1,1,1
479,1,1137629.894,0,1,0,1,1,1
480,1,270089.46,0,1,0,1,1,1
481,1,354834.297,0,1,0,1,1,1
482,1,471069.921,0,1,0,1,1,1
483,1,624734.11,0,1,0,1,1,1
484,1,641015.41,0,1,0,1,1,1
485,1,716705.541,0,1,0,1,1,1
486,1,718219.51,0,1,0,1,1,1
487,1,727404.508,0,1,0,1,1,1
488,1,772033.092,0,1,0,1,1,1
489,1,915287.757,0,1,0,1,1,1
490,1,432281.22,0,1,0,1,1,1
491,1,433371.219,0,1,0,1,1,1
492,1,437525.794,0,1,0,1,1,1
493,1,471109.399,0,1,0,1,1,1
494,1,519901.57,0,1,0,1,1,1
495,1,520878.52,0,1,0,1,1,1
496,1,727691.238,1,1,0,1,1,1
497,1,750133.946,1,1,0,1,1,1
498,1,1002705.599,1,1,0,1,1,1
499,1,679533.641,0,1,0,1,1,1
500,1,685938.521,0,1,0,1,1,1
501,1,1014603.765,1,1,0,1,1,1
502,1,1017599.867,0,1,0,1,1,1
503,1,668787.035,0,1,0,1,1,1
504,1,853473.376,0,1,0,1,1,1
505,1,518356.881,1,1,0,1,1,1
506,1,523913.899,0,1,0,1,1,1
507,1,524085.754,0,1,0,1,1,1
508,1,526472.65,0,1,0,1,1,1
509,1,598131.027,0,1,0,1,1,1
510,1,600156.842,1,1,0,1,1,1
511,1,788531.504,0,1,0,1,1,1
512,1,487052.895,0,1,0,1,1,1
513,1,1136903.62,0,1,0,1,1,1
514,1,84444.921,0,1,0,1,1,1
515,1,177572.821,0,1,0,1,1,1
516,1,177938.449,0,1,0,1,1,1
517,1,269883.921,0,1,0,1,1,1
518,1,277487.167,0,1,0,1,1,1
519,1,282804.327,0,1,0,1,1,1
520,1,781589.361,0,1,0,1,1,1
521,1,1152046.863,0,1,0,1,1,1
522,1,734563.588,0,1,0,1,1,1
523,1,983063.394,0,1,0,1,1,1
524,1,1175021.828,0,1,0,1,1,1
525,1,703907.093,0,1,0,1,1,1
526,1,609525.096,0,1,0,1,1,1
527,1,353288.387,0,1,0,1,1,1
528,1,265434.956,0,1,0,1,1,1
529,1,408215.009,1,1,0,1,1,1
530,1,444765.823,0,1,0,1,1,1
531,1,466352.81,0,1,0,1,1,1
532,1,609604.533,1,1,0,1,1,1
533,1,868231.731,0,1,0,1,1,1
534,1,689345.918,0,1,0,1,1,1
535,1,689345.918,0,1,0,1,1,1
536,1,390518.508,0,1,0,1,1,1
537,1,450264.297,0,1,0,1,1,1
538,1,459514.863,0,1,0,1,1,1
539,1,638447.503,0,1,0,1,1,1
540,1,639154.49,0,1,0,1,1,1
541,1,690611.642,0,1,0,1,1,1
542,1,719709.689,0,1,0,1,1,1
543,1,723435.628,0,1,0,1,1,1
544,1,725786.35,0,1,0,1,1,1
545,1,726717.74,0,1,0,1,1,1
546,1,774322.678,1,1,0,1,1,1
547,1,779503.462,0,1,0,1,1,1
548,1,779881.722,1,1,0,1,1,1
549,1,807136.996,0,1,0,1,1,1
550,1,865457.566,0,1,0,1,1,1
551,1,865457.566,0,1,0,1,1,1
552,1,877039.214,1,1,0,1,1,1
553,1,883448.715,1,1,0,1,1,1
554,1,884615.863,1,1,0,1,1,1
555,1,741064.367,0,1,0,1,1,1
556,1,741487.975,0,1,0,1,1,1
557,1,872895.155,0,0,0,1,1,1
558,1,884421.218,0,1,0,1,1,1
559,1,553584.256,0,1,0,1,1,1
560,1,863618.245,0,1,0,1,1,1
561,1,1362970.689,1,1,0,1,1,1
562,1,868969.132,0,1,0,1,1,1
563,1,1320697.093,1,1,0,1,1,1
564,1,507715.466,0,1,0,1,1,1
565,1,594580.401,1,1,0,1,1,1
566,1,595201.328,0,1,0,1,1,1
567,1,701159.601,0,1,0,1,1,1
568,1,877633.436,1,1,0,1,1,1
569,1,377673.029,1,1,0,1,1,1
570,1,384392.984,0,1,0,1,1,1
571,1,621907.645,0,1,0,1,1,1
572,1,806710.832,0,1,0,1,1,1
573,1,815476.025,0,1,0,1,1,1
574,1,897379.46,0,1,0,1,1,1
575,1,496730.874,0,1,0,1,1,1
576,1,695249.736,0,1,0,1,1,1
577,1,193339.513,0,1,0,1,1,1
578,1,314933.78,0,1,0,1,1,1
579,1,396416.06,0,1,0,1,1,1
580,1,681963.294,0,1,0,1,1,1
581,1,57248.156,0,1,0,1,1,1
582,1,86839.736,0,1,0,1,1,1
583,1,91092.098,1,1,0,1,1,1
584,1,172274.45,0,1,0,1,1,1
585,1,175159.643,0,1,0,1,1,1
586,1,345314.056,0,1,0,1,1,1
587,1,517751.119,0,1,0,1,1,1
588,1,705067.407,0,1,0,1,1,1
589,1,794117.066,0,1,0,1,1,1
590,1,939127.751,0,1,0,1,1,1
591,1,1048848.323,0,1,0,1,1,1
592,1,1173894.683,0,1,0,1,1,1
593,1,1209980.894,0,1,0,1,1,1
594,1,496627.128,0,1,0,1,1,1
595,1,497956.16,0,1,0,1,1,1
596,1,508470.3,0,1,0,1,1,1
597,1,554608.079,0,1,0,1,1,1
598,1,906819.899,0,1,0,1,1,1
599,1,96766.594,0,1,0,1,1,1
600,1,149422.263,0,1,0,1,1,1
601,1,194094.338,0,1,0,1,1,1
602,1,197074.473,0,1,0,1,1,1
603,1,197291.973,0,1,0,1,1,1
604,1,245995.104,0,1,0,1,1,1
605,1,349561.848,0,1,0,1,1,1
606,1,417221.152,0,1,0,1,1,1
607,1,463152.287,0,1,0,1,1,1
608,1,1128149.034,0,1,0,1,1,1
609,1,275216.783,0,1,0,1,1,1
610,1,278949.719,1,1,0,1,1,1
611,1,709565.196,0,1,0,1,1,1
612,1,443520.282,0,1,0,1,1,1
613,1,529915.228,0,1,0,1,1,1
614,1,536993.571,0,1,0,1,1,1
615,1,252023.838,0,1,0,1,1,1
616,1,771220.975,0,1,0,1,1,1
617,1,295087.133,1,1,0,1,0,1
618,1,297022.616,0,1,0,1,1,1
619,1,350020.536,0,1,0,1,1,1
620,1,376616.662,0,1,0,1,1,1
621,1,430743.479,0,1,0,1,1,1
622,1,460006.345,0,1,0,1,1,1
623,1,530502.444,0,1,0,1,1,1
624,1,533531.289,0,1,0,1,1,1
625,1,539046.717,0,1,0,1,1,1
626,1,539330.628,0,1,0,1,1,1
627,1,544059.419,0,1,0,1,1,1
628,1,601344.801,0,1,0,1,1,1
629,1,552480.735,0,1,0,1,1,1
630,1,559892.354,0,1,0,1,1,1
631,1,564528.635,0,1,0,1,1,1
632,1,887516.173,0,1,0,1,1,1
633,1,899661.899,0,1,0,1,1,1
634,1,899786.65,0,1,0,1,1,1
635,1,229216.267,0,1,0,1,1,1
636,1,923707.288,0,1,0,1,1,1
637,1,504907.66,1,1,0,1,1,1
638,1,500957.681,0,1,0,1,1,1
639,1,514606.852,0,1,0,1,1,1
640,1,514829.929,0,1,0,1,1,1
641,1,524595.728,0,1,0,1,1,1
642,1,537034.284,0,1,0,1,1,1
643,1,1012562.343,0,1,0,1,1,1
644,1,1082051.901,0,1,0,1,1,1
645,1,1345409.682,0,1,0,1,1,1
646,1,1363400.273,0,1,0,1,1,1
647,1,261337.621,0,1,0,1,1,1
648,1,317135.827,0,1,0,1,1,1
649,1,370167.212,0,1,0,1,1,1
650,1,293736.48,0,1,0,1,1,1
651,1,730221.858,0,1,0,1,1,1
652,0,-1.0,0,0,0,0,0,0
653,0,-1.0,0,0,0,0,0,0
654,0,-1.0,0,0,0,0,0,0
