row_id,user_tab_click_rate,ut_impressions,user_duration_click_to_long_rate,ud_clicks
63,0.573137322421135,61.0,0.8820055111525202,6.0
64,0.573137322421135,61.0,0.783676770446287,1.0
65,0.6287356004859003,25.0,0.4448805550640682,4.0
66,0.1797739781573853,267.0,0.5446676028362855,17.0
67,0.1797739781573853,267.0,0.5446676028362855,17.0
68,0.1797739781573853,267.0,0.6982687262398282,5.0
69,0.1797739781573853,267.0,0.6355766937453764,17.0
70,0.06911708144683085,8.0,0.5438806602180256,6.0
71,0.06911708144683085,8.0,0.5438806602180256,6.0
72,0.1797739781573853,267.0,0.5446676028362855,17.0
73,0.1797739781573853,267.0,0.5965374524796562,0.0
74,0.6090971174735959,21.0,0.5898047211900987,0.0
75,0.6090971174735959,21.0,0.5790853004958745,7.0
76,0.6090971174735959,21.0,0.49150393432508227,1.0
77,0.18080946289767083,5.0,0.5012488622289225,1.0
78,0.2552813299069735,6.0,0.5724990247676478,2.0
79,0.6834895635635616,26.0,0.8205494993807259,1.0
80,0.45545378149577254,2.0,0.8516640711631682,9.0
81,0.5856383322333203,8.0,0.8616484981421777,0.0
82,0.5856383322333203,8.0,0.9011774986729841,2.0
83,0.5856383322333203,8.0,0.8616484981421777,0.0
84,0.5856383322333203,8.0,0.8847070817851481,1.0
85,0.2904735146082974,58.0,0.7537584198163504,7.0
86,0.2904735146082974,58.0,0.6741835062993672,1.0
87,0.2904735146082974,58.0,0.5032215026997288,9.0
88,0.2904735146082974,58.0,0.5032215026997288,9.0
89,0.7302485335991249,34.0,0.9119378674519094,9.0
90,0.7302485335991249,34.0,0.7767130144326732,5.0
91,0.7302485335991249,34.0,0.8238757349038188,2.0
92,0.20732720583080363,0.0,0.6027474969036296,0.0
93,0.483894010040527,35.0,0.5536547341447643,1.0
94,0.483894010040527,35.0,0.6652410506085733,3.0
95,0.3053954497040553,98.0,0.49657575876269444,11.0
96,0.3053954497040553,98.0,0.49657575876269444,11.0
97,0.3053954497040553,98.0,0.6605791266892346,4.0
98,0.3053954497040553,98.0,0.49657575876269444,11.0
99,0.3053954497040553,98.0,0.5787676783502592,7.0
100,0.3053954497040553,98.0,0.49657575876269444,11.0
101,0.3053954497040553,98.0,0.5636017343147302,2.0
102,0.3053954497040553,98.0,0.6605791266892346,4.0
103,0.3053954497040553,98.0,0.5636017343147302,2.0
104,0.3053954497040553,98.0,0.6605791266892346,4.0
105,0.3053954497040553,98.0,0.49657575876269444,11.0
106,0.3053954497040553,98.0,0.5787676783502592,7.0
107,0.3053954497040553,98.0,0.5787676783502592,7.0
108,0.3053954497040553,98.0,0.6605791266892346,4.0
109,0.3053954497040553,98.0,0.49657575876269444,11.0
110,0.3053954497040553,98.0,0.49657575876269444,11.0
111,0.3766866094199756,18.0,0.698775259449051,3.0
112,0.4329501370366744,4.0,0.983414142065793,15.0
113,0.6539654411661607,15.0,0.7912611895915133,2.0
114,0.6539654411661607,15.0,0.7912611895915133,2.0
115,0.6539654411661607,15.0,0.7564713878567654,1.0
116,0.6539654411661607,15.0,0.7912611895915133,2.0
117,0.7275608239581473,27.0,0.4723296996284356,5.0
118,0.7275608239581473,27.0,0.5723296996284356,5.0
119,0.7275608239581473,27.0,0.5723296996284356,5.0
120,0.7275608239581473,27.0,0.4136996662538173,4.0
121,0.8362669682969531,6.0,0.9301255041122111,4.0
122,0.7376183138684022,43.0,0.8201681216229092,22.0
123,0.7376183138684022,43.0,0.8201681216229092,22.0
124,0.7376183138684022,43.0,0.8201681216229092,22.0
125,0.7376183138684022,43.0,0.8289078567637096,0.0
126,0.7376183138684022,43.0,0.8413632935454749,13.0
127,0.7376183138684022,43.0,0.8144539283818549,5.0
128,0.7376183138684022,43.0,0.8777913262597926,2.0
129,0.4238281870369845,31.0,0.5761824139880121,3.0
130,0.4415283552083038,59.0,0.538091206994006,11.0
131,0.6248403458589754,43.0,0.6659497854488825,5.0
132,0.6248403458589754,43.0,0.7659497854488825,5.0
133,0.6248403458589754,43.0,0.6659497854488825,5.0
134,0.6248403458589754,43.0,0.7659497854488825,5.0
135,0.6248403458589754,43.0,0.7765829757481374,1.0
136,0.5705028040008451,49.0,0.5854584129299982,14.0
137,0.5705028040008451,49.0,0.5854584129299982,14.0
138,0.41492181078029516,205.0,0.7710427911014047,14.0
139,0.41492181078029516,205.0,0.6403774242664112,21.0
140,0.41492181078029516,205.0,0.6403774242664112,21.0
141,0.42671605277239644,0.0,0.6403774242664112,21.0
142,0.41492181078029516,205.0,0.7863466391751537,6.0
143,0.41492181078029516,205.0,0.7863466391751537,6.0
144,0.41492181078029516,205.0,0.7710427911014047,14.0
145,0.41492181078029516,205.0,0.6403774242664112,21.0
146,0.41492181078029516,205.0,0.6659925212370676,20.0
147,0.7724313475337554,23.0,0.5612279343787343,5.0
148,0.7193819058859945,68.0,0.9158170600991749,15.0
149,0.4028821539292137,67.0,0.6357789700418169,0.0
150,0.4028821539292137,67.0,0.6178894850209085,5.0
151,0.4028821539292137,67.0,0.6178894850209085,5.0
152,0.4028821539292137,67.0,0.6178894850209085,5.0
153,0.5887078215871533,30.0,0.5875538036747021,1.0
154,0.5887078215871533,30.0,0.39466591586058664,9.0
155,0.5887078215871533,30.0,0.39466591586058664,9.0
156,0.5887078215871533,30.0,0.5656653527560266,3.0
157,0.5887078215871533,30.0,0.39466591586058664,9.0
158,0.5887078215871533,30.0,0.5050645644096425,0.0
159,0.5887078215871533,30.0,0.5028136468942459,4.0
160,0.5887078215871533,30.0,0.39466591586058664,9.0
161,0.5887078215871533,30.0,0.39466591586058664,9.0
162,0.5887078215871533,30.0,0.39466591586058664,9.0
163,0.5887078215871533,30.0,0.5028136468942459,4.0
164,0.40141043695085826,46.0,0.7363030350507778,0.0
165,0.40141043695085826,46.0,0.8351893969067361,3.0
166,0.40141043695085826,46.0,0.8067929312711574,7.0
167,0.40141043695085826,46.0,0.8067929312711574,7.0
168,0.6092798442805497,3.0,0.5054229815289294,7.0
169,0.3618020396970736,14.0,0.566567236146697,11.0
170,0.6092798442805497,3.0,0.566567236146697,11.0
171,0.29810605888200936,322.0,0.33377987826200856,19.0
172,0.29810605888200936,322.0,0.4450398376826781,13.0
173,0.29810605888200936,322.0,0.33377987826200856,19.0
174,0.29810605888200936,322.0,0.33377987826200856,19.0
175,0.620449938662594,33.0,0.716895624741969,7.0
176,0.620449938662594,33.0,0.844749721878181,4.0
177,0.1009934053447985,13.0,0.47694141635702963,5.0
178,0.21390079702163112,97.0,0.3974511802975247,7.0
179,0.21390079702163112,97.0,0.47694141635702963,5.0
180,0.21390079702163112,97.0,0.3974511802975247,7.0
181,0.21390079702163112,97.0,0.47694141635702963,5.0
182,0.21390079702163112,97.0,0.46156902726171606,1.0
183,0.519178062651199,63.0,0.6388109372475785,3.0
184,0.519178062651199,63.0,0.5793205355700449,9.0
185,0.519178062651199,63.0,0.5554988634527844,6.0
186,0.519178062651199,63.0,0.5793205355700449,9.0
187,0.519178062651199,63.0,0.7322948862718467,17.0
188,0.519178062651199,63.0,0.7322948862718467,17.0
189,0.519178062651199,63.0,0.6220974995961256,0.0
190,0.519178062651199,63.0,0.7322948862718467,17.0
191,0.519178062651199,63.0,0.6388109372475785,3.0
192,0.519178062651199,63.0,0.6388109372475785,3.0
193,0.519178062651199,63.0,0.6388109372475785,3.0
194,0.519178062651199,63.0,0.7322948862718467,17.0
195,0.519178062651199,63.0,0.6388109372475785,3.0
196,0.519178062651199,63.0,0.7322948862718467,17.0
197,0.519178062651199,63.0,0.6388109372475785,3.0
198,0.519178062651199,63.0,0.5554988634527844,6.0
199,0.519178062651199,63.0,0.6388109372475785,3.0
200,0.519178062651199,63.0,0.6388109372475785,3.0
201,0.519178062651199,63.0,0.7322948862718467,17.0
202,0.519178062651199,63.0,0.7322948862718467,17.0
203,0.519178062651199,63.0,0.5554988634527844,6.0
204,0.8540826330442949,16.0,0.9038658032396746,9.0
205,0.8226225489883658,1.0,0.7308242490710889,0.0
206,0.8540826330442949,16.0,0.9038658032396746,9.0
207,0.3327224393239386,21.0,0.9298966171006405,5.0
208,0.009296906034605753,65.0,0.9298966171006405,5.0
209,0.009296906034605753,65.0,0.8998523101437722,2.0
210,0.17444985993612244,10.0,0.9450986103738801,1.0
211,0.17444985993612244,10.0,0.9670591662243281,5.0
212,0.17444985993612244,10.0,0.9670591662243281,5.0
213,0.17444985993612244,10.0,0.9633990735825867,4.0
214,0.5117634028268762,15.0,0.9190404054980458,7.0
215,0.6977678640185352,24.0,0.6698316517751722,4.0
216,0.3811060048590031,1.0,0.6616484981421777,0.0
217,0.8689384659738165,63.0,0.881301515566943,20.0
218,0.8689384659738165,63.0,0.892504209908175,4.0
219,0.8689384659738165,63.0,0.781393098797064,4.0
220,0.898646187357725,4.0,0.6948106068595058,8.0
221,0.8689384659738165,63.0,0.8254434052455044,12.0
222,0.28361351482060215,0.0,0.6197139810958604,8.0
223,0.28361351482060215,0.0,0.6056281754246186,5.0
224,0.28361351482060215,0.0,0.6320352192807732,3.0
225,0.28361351482060215,0.0,0.6056281754246186,5.0
226,0.02954307446047939,43.0,0.5660176096403866,11.0
227,0.5063025324778773,32.0,0.5382860562828228,6.0
228,0.1061702537348418,49.0,0.4934288849259209,7.0
229,0.5063025324778773,32.0,0.6291951471919137,6.0
230,0.6736945378092347,9.0,0.8341414206579302,1.0
231,0.11107300022086376,28.0,0.6373953863518386,2.0
232,0.11107300022086376,28.0,0.5769612840771451,1.0
233,0.49593856207317466,10.0,0.6616484981421777,0.0
234,0.5286049465146916,15.0,0.8935930795277579,3.0
235,0.5286049465146916,15.0,0.8935930795277579,3.0
236,0.6167478990418369,0.0,0.8023549973459682,0.0
237,0.6323506433777503,23.0,0.4808242490710889,0.0
238,0.6323506433777503,23.0,0.41570163425811113,8.0
239,0.4813505401319243,2.0,0.8078451363085802,1.0
240,0.473890756184694,0.0,0.8078451363085802,1.0
241,0.473890756184694,0.0,0.7694141635702962,0.0
242,0.16091911758978183,3.0,0.7232969962843555,0.0
243,0.7174328898144133,13.0,0.8516002184834113,1.0
244,0.5844299990516544,49.0,0.7304439142699756,7.0
245,0.5944170167985403,3.0,0.7661648498142177,5.0
246,0.795922268906472,55.0,0.6901177498672985,9.0
247,0.795922268906472,55.0,0.69876285477878,26.0
248,0.5565954515276824,104.0,0.748606871267426,14.0
249,0.5565954515276824,104.0,0.5380805554779523,14.0
250,0.5565954515276824,104.0,0.5380805554779523,14.0
251,0.5565954515276824,104.0,0.7190312090635937,12.0
252,0.5565954515276824,104.0,0.748606871267426,14.0
253,0.5565954515276824,104.0,0.5380805554779523,14.0
254,0.5565954515276824,104.0,0.5380805554779523,14.0
255,0.5565954515276824,104.0,0.748606871267426,14.0
256,0.5565954515276824,104.0,0.748606871267426,14.0
257,0.5565954515276824,104.0,0.748606871267426,14.0
258,0.4152108584435087,41.0,0.6881285603245725,10.0
259,0.4152108584435087,41.0,0.6174183435526552,2.0
260,0.8694703327955734,21.0,0.9597200593026401,7.0
261,0.800519054390409,7.0,0.9033281423263364,0.0
262,0.800519054390409,7.0,0.8447900444769801,11.0
263,0.800519054390409,7.0,0.9628185162793602,8.0
264,0.800519054390409,7.0,0.8447900444769801,11.0
265,0.800519054390409,7.0,0.9628185162793602,8.0
266,0.800519054390409,7.0,0.9033281423263364,0.0
267,0.800519054390409,7.0,0.9628185162793602,8.0
268,0.800519054390409,7.0,0.8447900444769801,11.0
269,0.800519054390409,7.0,0.9628185162793602,8.0
270,0.018279638007237052,30.0,0.5724990247676478,2.0
271,0.3866661565728037,26.0,0.5673535408925741,3.0
272,0.3866661565728037,26.0,0.7077656654281185,0.0
273,0.3866661565728037,26.0,0.7564713878567654,1.0
274,0.3145914227692353,16.0,0.7180404151184815,0.0
275,0.35536356203422625,3.0,0.7694141635702962,0.0
276,0.35536356203422625,3.0,0.7694141635702962,0.0
277,0.42003408394070874,3.0,0.5903595485189572,16.0
278,0.74062317505216,45.0,0.6464208134601624,3.0
279,0.74062317505216,45.0,0.45305235824018564,2.0
280,0.7301053411461822,6.0,0.6896075685309682,17.0
281,0.7301053411461822,6.0,0.6464208134601624,3.0
282,0.74062317505216,45.0,0.7265261791200928,9.0
283,0.4074006226364741,238.0,0.5825909586627095,7.0
284,0.4074006226364741,238.0,0.7363732370501324,14.0
285,0.4074006226364741,238.0,0.7363732370501324,14.0
286,0.4074006226364741,238.0,0.5922626482945376,22.0
287,0.03209467165225565,14.0,0.7232969962843555,0.0
288,0.03209467165225565,14.0,0.7232969962843555,0.0
289,0.03209467165225565,14.0,0.7232969962843555,0.0
290,0.473890756184694,0.0,0.7694141635702962,0.0
291,0.473890756184694,0.0,0.7694141635702962,0.0
292,0.473890756184694,0.0,0.7694141635702962,0.0
293,0.4813505401319243,2.0,0.8078451363085802,1.0
294,0.4813505401319243,2.0,0.7694141635702962,0.0
295,0.813426377216899,70.0,0.7901551785203895,21.0
296,0.8581397558953474,2.0,0.502590273031184,12.0
297,0.8581397558953474,2.0,0.502590273031184,12.0
298,0.813426377216899,70.0,0.502590273031184,12.0
299,0.5299934794653133,15.0,0.8703835837137799,3.0
300,0.8129853193416399,72.0,0.773674296634471,4.0
301,0.8129853193416399,72.0,0.7830763335507314,9.0
302,0.8129853193416399,72.0,0.85582388106108,23.0
303,0.8129853193416399,72.0,0.760146127129059,16.0
304,0.8129853193416399,72.0,0.760146127129059,16.0
305,0.8129853193416399,72.0,0.760146127129059,16.0
306,0.5299934794653133,15.0,0.760146127129059,16.0
307,0.5299934794653133,15.0,0.85582388106108,23.0
308,0.5299934794653133,15.0,0.760146127129059,16.0
309,0.5299934794653133,15.0,0.760146127129059,16.0
310,0.47789027149256785,73.0,0.8377575778347153,3.0
311,0.47789027149256785,73.0,0.7612255901487623,13.0
312,0.47789027149256785,73.0,0.7612255901487623,13.0
313,0.25282679738003294,4.0,0.6170101037796204,1.0
314,0.47789027149256785,73.0,0.7313787889173576,11.0
315,0.25282679738003294,4.0,0.6170101037796204,1.0
316,0.47789027149256785,73.0,0.6170101037796204,1.0
317,0.7262484993155978,2.0,0.8352958311216402,1.0
318,0.3626330615505439,36.0,0.5782356939283827,5.0
319,0.5865826515788904,121.0,0.7327980467986093,11.0
320,0.5865826515788904,121.0,0.807339338163397,12.0
321,0.5865826515788904,121.0,0.807339338163397,12.0
322,0.5865826515788904,121.0,0.7327980467986093,11.0
323,0.5865826515788904,121.0,0.807339338163397,12.0
324,0.5865826515788904,121.0,0.807339338163397,12.0
325,0.5865826515788904,121.0,0.7327980467986093,11.0
326,0.5865826515788904,121.0,0.7471965276419721,4.0
327,0.5865826515788904,121.0,0.807339338163397,12.0
328,0.5865826515788904,121.0,0.7327980467986093,11.0
329,0.5865826515788904,121.0,0.7155960935972185,3.0
330,0.7839756343680264,29.0,0.7303587638339591,1.0
331,0.7839756343680264,29.0,0.7303587638339591,1.0
332,0.7839756343680264,29.0,0.6382152583003755,5.0
333,0.7839756343680264,29.0,0.5987251845002682,9.0
334,0.7839756343680264,29.0,0.8202391758893062,4.0
335,0.7839756343680264,29.0,0.5987251845002682,9.0
336,0.7839756343680264,29.0,0.7303587638339591,1.0
337,0.7839756343680264,29.0,0.6382152583003755,5.0
338,0.307151416045635,1.0,0.7694141635702962,0.0
339,0.4738180827123017,1.0,0.7694141635702962,0.0
340,0.26327264232483,2.0,0.7694141635702962,0.0
341,0.6342147793399299,18.0,0.8753815967921708,3.0
342,0.6342147793399299,18.0,0.8003052774337366,5.0
343,0.6342147793399299,18.0,0.8753815967921708,3.0
344,0.6342147793399299,18.0,0.8753815967921708,3.0
345,0.6342147793399299,18.0,0.8753815967921708,3.0
346,0.6342147793399299,18.0,0.8003052774337366,5.0
347,0.6227611720481405,12.0,0.8003052774337366,5.0
348,0.2702585784256449,10.0,0.6690075778347152,5.0
349,0.2702585784256449,10.0,0.6150126297245254,1.0
350,0.7939116115160281,19.0,0.6690075778347152,5.0
351,0.7939116115160281,19.0,0.7453904444882424,8.0
352,0.7048848038872025,5.0,0.8013737484518147,1.0
353,0.7048848038872025,5.0,0.6868917843872698,2.0
354,0.08037405346673161,51.0,0.5401831664602419,10.0
355,0.6250263053926937,31.0,0.6501962497788306,9.0
356,0.08037405346673161,51.0,0.5401831664602419,10.0
357,0.6250263053926937,31.0,0.6501962497788306,9.0
358,0.6250263053926937,31.0,0.586106785271947,2.0
359,0.4211490195528572,0.0,0.7351649979357531,0.0
360,0.469672699828022,8.0,0.7351649979357531,0.0
361,0.469672699828022,8.0,0.7351649979357531,0.0
362,0.04009057600852696,12.0,0.7232969962843555,0.0
363,0.04009057600852696,12.0,0.7232969962843555,0.0
364,0.6803178407131393,22.0,0.8695382434946958,2.0
365,0.4551723280745473,0.0,0.9001962497788307,7.0
366,0.4551723280745473,0.0,0.7093049997587243,6.0
367,0.6287352940718255,4.0,0.8558838522314351,1.0
368,0.3147954494103966,92.0,0.8139948526376107,4.0
369,0.3147954494103966,92.0,0.7173810518260382,8.0
370,0.3147954494103966,92.0,0.7173810518260382,8.0
371,0.3147954494103966,92.0,0.5917726304153885,4.0
372,0.3147954494103966,92.0,0.8139948526376107,4.0
373,0.3147954494103966,92.0,0.8139948526376107,4.0
374,0.3147954494103966,92.0,0.5947109766956069,9.0
375,0.432871982123846,37.0,0.7993779095614227,4.0
376,0.6686631400586154,151.0,0.5362872020392795,14.0
377,0.6686631400586154,151.0,0.5766063154162566,4.0
378,0.6686631400586154,151.0,0.5362872020392795,14.0
379,0.6686631400586154,151.0,0.5889187809866478,14.0
380,0.6686631400586154,151.0,0.8354051671587555,6.0
381,0.6686631400586154,151.0,0.5889187809866478,14.0
382,0.6686631400586154,151.0,0.6309205262108222,27.0
383,0.6686631400586154,151.0,0.6309205262108222,27.0
384,0.6686631400586154,151.0,0.6309205262108222,27.0
385,0.6686631400586154,151.0,0.6309205262108222,27.0
386,0.6686631400586154,151.0,0.5889187809866478,14.0
387,0.6686631400586154,151.0,0.6891962325985871,33.0
388,0.3897281788923793,8.0,0.7112419442969983,9.0
389,0.3897281788923793,8.0,0.7112419442969983,9.0
390,0.673220759436081,56.0,0.730492481343865,10.0
391,0.673220759436081,56.0,0.791477444031595,0.0
392,0.673220759436081,56.0,0.8924940642188408,14.0
393,0.673220759436081,56.0,0.8957387220157976,5.0
394,0.9208173338732225,13.0,0.8741213961174441,4.0
395,0.6749900693006209,24.0,0.7734185130113994,0.0
396,0.6749900693006209,24.0,0.7630102850063331,4.0
397,0.6749900693006209,24.0,0.7734185130113994,0.0
398,0.5977010917925459,6.0,0.6820840434659228,8.0
399,0.6749900693006209,24.0,0.8741213961174441,4.0
400,0.6749900693006209,24.0,0.6820840434659228,8.0
401,0.4184293128843038,9.0,0.7351649979357531,0.0
402,0.4184293128843038,9.0,0.7351649979357531,0.0
403,0.3727202614317989,4.0,0.9102267968617331,16.0
404,0.3727202614317989,4.0,0.9102267968617331,16.0
405,0.7233025683505098,66.0,0.8381151139206832,19.0
406,0.7233025683505098,66.0,0.9102267968617331,16.0
407,0.7233025683505098,66.0,0.8286147940087631,6.0
408,0.7233025683505098,66.0,0.8286147940087631,6.0
409,0.773103019908664,36.0,0.8368631812552054,0.0
410,0.773103019908664,36.0,0.7184315906276028,5.0
411,0.773103019908664,36.0,0.8603319927904636,8.0
412,0.5808440610265777,16.0,0.5650688716024496,9.0
413,0.6173262822329697,24.0,0.6612279343787343,5.0
414,0.6173262822329697,24.0,0.8843566119822786,7.0
415,0.6173262822329697,24.0,0.8843566119822786,7.0
416,0.6173262822329697,24.0,0.7015349179734178,3.0
417,0.6173262822329697,24.0,0.8843566119822786,7.0
418,0.5927801637688819,50.0,0.865242906561724,9.0
419,0.5927801637688819,50.0,0.7713765112861256,12.0
420,0.30024241727404205,7.0,0.7713765112861256,12.0
421,0.26586176466464295,5.0,0.7694141635702962,0.0
422,0.6541346677464451,11.0,0.8417424274380234,8.0
423,0.502199129648354,23.0,0.7904121245355444,5.0
424,0.41231512603078235,0.0,0.7808242490710888,0.0
425,0.502199129648354,23.0,0.8782356939283827,4.0
426,0.4852759106062883,68.0,0.5599099011696967,16.0
427,0.4893059248941488,2.0,0.48272199461168797,9.0
428,0.4852759106062883,68.0,0.48272199461168797,9.0
429,0.4852759106062883,68.0,0.48272199461168797,9.0
430,0.4852759106062883,68.0,0.48272199461168797,9.0
431,0.6152923470382307,60.0,0.7843250707588321,3.0
432,0.6152923470382307,60.0,0.8549201132141313,0.0
433,0.6152923470382307,60.0,0.9041444758928142,13.0
434,0.6152923470382307,60.0,0.8767571832907611,9.0
435,0.6152923470382307,60.0,0.8767571832907611,9.0
436,0.6152923470382307,60.0,0.7843250707588321,3.0
437,0.6152923470382307,60.0,0.8549201132141313,0.0
438,0.6096588393366456,19.0,0.7230962277442416,10.0
439,0.5263624288158986,0.0,0.7230962277442416,10.0
440,0.5263624288158986,0.0,0.7230962277442416,10.0
441,0.36318121440794926,5.0,0.8558054270204531,3.0
442,0.4945927601565935,8.0,0.44575277630331567,2.0
443,0.4945927601565935,8.0,0.7314670620176014,2.0
444,0.2405171568512897,3.0,0.6442651556694305,3.0
445,0.31211820728029477,30.0,0.6442651556694305,3.0
446,0.4712642973760748,11.0,0.7395730103080556,3.0
447,0.4634470586585716,0.0,0.7232969962843555,0.0
448,0.4634470586585716,0.0,0.7232969962843555,0.0
449,0.4634470586585716,0.0,0.7232969962843555,0.0
450,0.4634470586585716,0.0,0.7232969962843555,0.0
451,0.4634470586585716,0.0,0.7232969962843555,0.0
452,0.8880811587694198,144.0,0.7359209187769541,21.0
453,0.8880811587694198,144.0,0.8092762191166891,31.0
454,0.8880811587694198,144.0,0.8728508127444593,49.0
455,0.8880811587694198,144.0,0.8564572221692929,8.0
456,0.8880811587694198,144.0,0.7359209187769541,21.0
457,0.5781415801585884,29.0,0.9325613074064889,8.0
458,0.9061536260839814,77.0,0.8107765665428118,5.0
459,0.9061536260839814,77.0,0.9008628517142354,4.0
460,0.9061536260839814,77.0,0.9008628517142354,4.0
461,0.9061536260839814,77.0,0.9008628517142354,4.0
462,0.9061536260839814,77.0,0.8512942775713531,1.0
463,0.511353531994014,22.0,0.7802525292089815,2.0
464,0.511353531994014,22.0,0.4327209630578588,3.0
465,0.09355151212794593,25.0,0.7051473087052392,7.0
466,0.511353531994014,22.0,0.6923535408925741,0.0
467,0.6397404071663363,50.0,0.6903470617673267,7.0
468,0.6397404071663363,50.0,0.6903470617673267,7.0
469,0.6371444788296993,0.0,0.728416474120792,5.0
470,0.6397404071663363,50.0,0.728416474120792,5.0
471,0.7408174848783566,2.0,0.6903470617673267,7.0
472,0.445365447459567,47.0,0.6817715654236752,2.0
473,0.445365447459567,47.0,0.6287334929942877,1.0
474,0.445365447459567,47.0,0.8636001064406362,4.0
475,0.445365447459567,47.0,0.8636001064406362,4.0
476,0.445365447459567,47.0,0.6817715654236752,2.0
477,0.4773495333925707,17.0,0.658170600991749,1.0
478,0.4773495333925707,17.0,0.6610026228833882,4.0
479,0.16671787074656227,28.0,0.5898047211900987,0.0
480,0.06486910721004306,7.0,0.5616484981421778,0.0
481,0.06486910721004306,7.0,0.6868917843872698,2.0
482,0.0793836939005862,30.0,0.46804041511848143,1.0
483,0.0793836939005862,30.0,0.4011774986729841,2.0
484,0.0793836939005862,30.0,0.5616484981421778,0.0
485,0.0793836939005862,30.0,0.4011774986729841,2.0
486,0.0793836939005862,30.0,0.5616484981421778,0.0
487,0.0793836939005862,30.0,0.6868917843872698,2.0
488,0.5256155461890307,5.0,0.8901972207477601,2.0
489,0.3617950513211452,4.0,0.8718967575390534,1.0
490,0.5738131415972745,33.0,0.7756868742259074,0.0
491,0.5738131415972745,33.0,0.7348042963911922,3.0
492,0.5738131415972745,33.0,0.8232028642607947,7.0
493,0.5738131415972745,33.0,0.7756868742259074,0.0
494,0.5738131415972745,33.0,0.7348042963911922,3.0
495,0.5738131415972745,33.0,0.8232028642607947,7.0
496,0.23224136029154016,35.0,0.6331831188641786,4.0
497,0.23224136029154016,35.0,0.7831080116296012,1.0
498,0.23224136029154016,35.0,0.7831080116296012,1.0
499,0.13975823209531896,27.0,0.617749673509169,5.0
500,0.13975823209531896,27.0,0.5981247279243075,7.0
